user_id,item_id,rating,timestamp,year,month,day,hour,dayofweek,is_weekend
436,333,4,2024-08-26 22:00:00,2024,8,26,22,0,0
699,448,3,2024-10-23 00:00:00,2024,10,23,0,2,0
689,226,3,2024-09-04 14:00:00,2024,9,4,14,2,0
435,269,1,2024-01-27 18:00:00,2024,1,27,18,5,1
516,416,4,2025-02-13 17:00:00,2025,2,13,17,3,0
666,314,1,2024-03-07 17:00:00,2024,3,7,17,3,0
433,419,4,2024-10-05 00:00:00,2024,10,5,0,5,1
556,294,1,2025-02-16 11:00:00,2025,2,16,11,6,1
738,401,3,2024-08-12 13:00:00,2024,8,12,13,0,0
630,362,3,2024-03-09 15:00:00,2024,3,9,15,5,1
751,314,5,2024-01-26 18:00:00,2024,1,26,18,4,0
571,251,1,2024-11-04 06:00:00,2024,11,4,6,0,0
952,204,3,2024-03-10 06:00:00,2024,3,10,6,6,1
240,398,1,2024-08-30 21:00:00,2024,8,30,21,4,0
915,15,3,2024-06-09 09:00:00,2024,6,9,9,6,1
627,294,3,2024-12-07 18:00:00,2024,12,7,18,5,1
938,206,4,2025-01-05 16:00:00,2025,1,5,16,6,1
804,279,1,2024-08-27 10:00:00,2024,8,27,10,1,0
714,89,1,2024-09-03 15:00:00,2024,9,3,15,1,0
66,78,4,2024-12-26 05:00:00,2024,12,26,5,3,0
712,214,2,2024-05-10 17:00:00,2024,5,10,17,4,0
779,30,2,2024-11-04 14:00:00,2024,11,4,14,0,0
739,217,1,2024-11-03 01:00:00,2024,11,3,1,6,1
559,137,1,2024-07-02 05:00:00,2024,7,2,5,1,0
20,8,1,2024-07-20 02:00:00,2024,7,20,2,5,1
450,232,5,2024-10-06 00:00:00,2024,10,6,0,6,1
216,53,1,2024-03-31 00:00:00,2024,3,31,0,6,1
313,89,2,2024-06-26 02:00:00,2024,6,26,2,2,0
839,453,2,2024-12-22 20:00:00,2024,12,22,20,6,1
817,220,4,2025-01-22 15:00:00,2025,1,22,15,2,0
820,321,3,2024-12-13 16:00:00,2024,12,13,16,4,0
308,112,3,2024-05-22 23:00:00,2024,5,22,23,2,0
813,40,3,2024-12-30 11:00:00,2024,12,30,11,0,0
711,107,2,2024-03-23 10:00:00,2024,3,23,10,5,1
650,237,2,2024-12-13 08:00:00,2024,12,13,8,4,0
136,254,3,2024-07-05 06:00:00,2024,7,5,6,4,0
448,87,4,2024-04-05 09:00:00,2024,4,5,9,4,0
505,267,3,2024-08-22 03:00:00,2024,8,22,3,3,0
753,166,1,2025-01-16 05:00:00,2025,1,16,5,3,0
712,345,2,2024-10-20 09:00:00,2024,10,20,9,6,1
244,496,5,2024-03-07 21:00:00,2024,3,7,21,3,0
859,417,3,2024-04-02 19:00:00,2024,4,2,19,1,0
207,185,1,2024-10-05 05:00:00,2024,10,5,5,5,1
593,330,2,2024-03-15 16:00:00,2024,3,15,16,4,0
114,27,5,2024-04-02 06:00:00,2024,4,2,6,1,0
700,245,1,2025-01-20 17:00:00,2025,1,20,17,0,0
220,13,1,2024-06-20 07:00:00,2024,6,20,7,3,0
416,342,4,2024-05-25 10:00:00,2024,5,25,10,5,1
413,238,4,2024-09-23 10:00:00,2024,9,23,10,0,0
659,365,4,2024-09-23 12:00:00,2024,9,23,12,0,0
475,474,4,2024-07-13 18:00:00,2024,7,13,18,5,1
421,402,3,2024-08-07 14:00:00,2024,8,7,14,2,0
195,164,1,2024-02-18 07:00:00,2024,2,18,7,6,1
406,9,1,2024-06-06 13:00:00,2024,6,6,13,3,0
391,47,3,2025-01-28 19:00:00,2025,1,28,19,1,0
261,324,5,2024-05-26 22:00:00,2024,5,26,22,6,1
525,288,2,2024-04-04 23:00:00,2024,4,4,23,3,0
320,246,2,2024-02-26 16:00:00,2024,2,26,16,0,0
63,44,5,2024-03-09 18:00:00,2024,3,9,18,5,1
681,284,3,2024-08-14 05:00:00,2024,8,14,5,2,0
830,309,2,2025-02-06 19:00:00,2025,2,6,19,3,0
407,420,2,2024-06-26 22:00:00,2024,6,26,22,2,0
290,427,4,2024-07-27 03:00:00,2024,7,27,3,5,1
988,203,3,2024-06-30 00:00:00,2024,6,30,0,6,1
19,23,2,2024-07-24 00:00:00,2024,7,24,0,2,0
492,168,1,2025-01-26 08:00:00,2025,1,26,8,6,1
945,253,5,2024-05-25 01:00:00,2024,5,25,1,5,1
803,29,2,2024-03-07 19:00:00,2024,3,7,19,3,0
574,46,1,2024-07-10 23:00:00,2024,7,10,23,2,0
941,107,3,2025-01-01 10:00:00,2025,1,1,10,2,0
770,401,3,2024-05-28 16:00:00,2024,5,28,16,1,0
872,426,2,2025-01-03 11:00:00,2025,1,3,11,4,0
160,141,1,2024-05-28 20:00:00,2024,5,28,20,1,0
109,376,3,2024-12-31 05:00:00,2024,12,31,5,1,0
419,3,5,2024-02-28 00:00:00,2024,2,28,0,2,0
687,254,3,2024-01-03 01:00:00,2024,1,3,1,2,0
868,443,3,2024-11-21 21:00:00,2024,11,21,21,3,0
798,238,4,2024-02-02 06:00:00,2024,2,2,6,4,0
434,111,1,2024-08-10 03:00:00,2024,8,10,3,5,1
248,442,4,2025-01-22 04:00:00,2025,1,22,4,2,0
247,189,2,2025-02-04 23:00:00,2025,2,4,23,1,0
902,189,4,2024-09-27 21:00:00,2024,9,27,21,4,0
425,197,2,2024-10-07 23:00:00,2024,10,7,23,0,0
923,477,5,2024-07-31 08:00:00,2024,7,31,8,2,0
862,427,5,2024-12-17 17:00:00,2024,12,17,17,1,0
214,308,4,2025-02-13 23:00:00,2025,2,13,23,3,0
116,16,4,2024-04-14 14:00:00,2024,4,14,14,6,1
920,143,4,2024-10-04 22:00:00,2024,10,4,22,4,0
725,24,3,2024-08-01 15:00:00,2024,8,1,15,3,0
927,15,4,2024-05-19 08:00:00,2024,5,19,8,6,1
536,223,1,2024-08-01 21:00:00,2024,8,1,21,3,0
324,494,2,2025-01-09 06:00:00,2025,1,9,6,3,0
130,211,4,2025-01-29 10:00:00,2025,1,29,10,2,0
213,281,3,2024-05-31 17:00:00,2024,5,31,17,4,0
334,310,5,2025-02-07 14:00:00,2025,2,7,14,4,0
849,38,2,2024-07-22 05:00:00,2024,7,22,5,0,0
497,241,1,2024-01-29 17:00:00,2024,1,29,17,0,0
455,13,2,2024-09-15 01:00:00,2024,9,15,1,6,1
220,234,1,2024-09-27 20:00:00,2024,9,27,20,4,0
519,57,5,2024-06-12 16:00:00,2024,6,12,16,2,0
831,133,4,2025-02-05 23:00:00,2025,2,5,23,2,0
91,171,1,2024-08-19 09:00:00,2024,8,19,9,0,0
545,171,1,2024-01-30 04:00:00,2024,1,30,4,1,0
229,225,1,2024-04-22 08:00:00,2024,4,22,8,0,0
107,75,4,2024-04-23 20:00:00,2024,4,23,20,1,0
583,332,3,2024-11-11 19:00:00,2024,11,11,19,0,0
183,281,4,2024-03-25 06:00:00,2024,3,25,6,0,0
289,259,4,2024-03-20 00:00:00,2024,3,20,0,2,0
872,68,3,2024-11-09 19:00:00,2024,11,9,19,5,1
373,230,1,2024-05-03 16:00:00,2024,5,3,16,4,0
571,2,5,2024-06-21 18:00:00,2024,6,21,18,4,0
685,450,2,2024-08-19 04:00:00,2024,8,19,4,0,0
845,363,3,2024-10-19 13:00:00,2024,10,19,13,5,1
994,100,1,2024-04-15 01:00:00,2024,4,15,1,0,0
901,23,3,2024-05-22 02:00:00,2024,5,22,2,2,0
443,399,1,2024-09-11 11:00:00,2024,9,11,11,2,0
772,329,3,2024-09-13 21:00:00,2024,9,13,21,4,0
401,471,4,2024-01-18 19:00:00,2024,1,18,19,3,0
247,332,2,2024-01-27 13:00:00,2024,1,27,13,5,1
329,275,2,2024-05-27 16:00:00,2024,5,27,16,0,0
235,300,3,2024-08-01 17:00:00,2024,8,1,17,3,0
179,26,5,2024-03-02 05:00:00,2024,3,2,5,5,1
959,110,5,2024-07-18 00:00:00,2024,7,18,0,3,0
884,331,1,2024-11-01 22:00:00,2024,11,1,22,4,0
236,75,5,2024-05-31 02:00:00,2024,5,31,2,4,0
749,394,4,2024-04-02 21:00:00,2024,4,2,21,1,0
693,313,1,2024-04-25 14:00:00,2024,4,25,14,3,0
503,413,1,2024-03-01 16:00:00,2024,3,1,16,4,0
265,376,3,2024-06-22 13:00:00,2024,6,22,13,5,1
897,498,2,2024-01-27 04:00:00,2024,1,27,4,5,1
205,381,1,2024-06-11 22:00:00,2024,6,11,22,1,0
57,492,2,2024-06-05 05:00:00,2024,6,5,5,2,0
653,9,1,2024-09-17 21:00:00,2024,9,17,21,1,0
903,165,5,2025-01-30 15:00:00,2025,1,30,15,3,0
234,27,5,2024-01-11 16:00:00,2024,1,11,16,3,0
561,72,3,2025-02-06 21:00:00,2025,2,6,21,3,0
311,456,4,2024-03-26 02:00:00,2024,3,26,2,1,0
48,262,5,2025-01-04 00:00:00,2025,1,4,0,5,1
230,425,2,2024-08-06 17:00:00,2024,8,6,17,1,0
171,218,4,2024-01-09 15:00:00,2024,1,9,15,1,0
792,408,1,2024-01-21 23:00:00,2024,1,21,23,6,1
778,83,2,2024-09-06 08:00:00,2024,9,6,8,4,0
559,417,2,2024-07-13 07:00:00,2024,7,13,7,5,1
99,158,4,2024-01-20 16:00:00,2024,1,20,16,5,1
12,294,1,2025-02-14 06:00:00,2025,2,14,6,4,0
521,10,5,2025-01-04 18:00:00,2025,1,4,18,5,1
638,143,5,2024-10-13 18:00:00,2024,10,13,18,6,1
119,137,1,2024-03-14 22:00:00,2024,3,14,22,3,0
380,322,5,2024-07-26 15:00:00,2024,7,26,15,4,0
194,288,3,2024-11-29 19:00:00,2024,11,29,19,4,0
988,371,2,2024-08-24 14:00:00,2024,8,24,14,5,1
270,35,2,2025-01-30 19:00:00,2025,1,30,19,3,0
436,180,2,2024-09-10 06:00:00,2024,9,10,6,1,0
660,193,3,2024-02-07 02:00:00,2024,2,7,2,2,0
690,190,3,2024-03-30 20:00:00,2024,3,30,20,5,1
201,199,2,2024-02-10 16:00:00,2024,2,10,16,5,1
567,47,1,2024-09-16 06:00:00,2024,9,16,6,0,0
601,38,3,2024-06-18 10:00:00,2024,6,18,10,1,0
243,353,4,2024-02-24 18:00:00,2024,2,24,18,5,1
358,81,3,2024-07-26 07:00:00,2024,7,26,7,4,0
269,348,5,2024-09-21 13:00:00,2024,9,21,13,5,1
236,170,2,2024-04-11 20:00:00,2024,4,11,20,3,0
434,249,5,2024-06-22 16:00:00,2024,6,22,16,5,1
697,100,2,2024-03-27 00:00:00,2024,3,27,0,2,0
348,294,2,2024-12-11 23:00:00,2024,12,11,23,2,0
870,328,1,2024-02-13 02:00:00,2024,2,13,2,1,0
342,286,5,2024-05-11 00:00:00,2024,5,11,0,5,1
922,444,1,2024-06-09 13:00:00,2024,6,9,13,6,1
761,338,2,2024-07-21 06:00:00,2024,7,21,6,6,1
733,303,5,2024-09-25 06:00:00,2024,9,25,6,2,0
226,403,2,2024-04-01 10:00:00,2024,4,1,10,0,0
364,62,1,2024-06-23 01:00:00,2024,6,23,1,6,1
772,116,5,2024-03-29 07:00:00,2024,3,29,7,4,0
257,290,2,2024-04-23 07:00:00,2024,4,23,7,1,0
225,479,2,2024-01-10 21:00:00,2024,1,10,21,2,0
293,472,5,2024-04-24 20:00:00,2024,4,24,20,2,0
917,374,4,2024-09-07 09:00:00,2024,9,7,9,5,1
526,236,4,2024-11-07 08:00:00,2024,11,7,8,3,0
466,101,1,2024-05-14 18:00:00,2024,5,14,18,1,0
761,314,1,2024-12-17 10:00:00,2024,12,17,10,1,0
578,423,3,2024-01-10 01:00:00,2024,1,10,1,2,0
758,464,5,2024-10-07 00:00:00,2024,10,7,0,0,0
976,286,2,2024-04-09 10:00:00,2024,4,9,10,1,0
517,145,5,2024-04-27 04:00:00,2024,4,27,4,5,1
156,54,2,2024-10-23 05:00:00,2024,10,23,5,2,0
262,31,5,2024-07-03 19:00:00,2024,7,3,19,2,0
734,188,1,2024-03-15 05:00:00,2024,3,15,5,4,0
489,342,3,2024-09-02 10:00:00,2024,9,2,10,0,0
953,445,1,2024-01-15 16:00:00,2024,1,15,16,0,0
826,77,2,2024-11-10 09:00:00,2024,11,10,9,6,1
766,213,4,2024-12-17 07:00:00,2024,12,17,7,1,0
498,158,5,2024-10-23 19:00:00,2024,10,23,19,2,0
391,48,2,2024-05-26 16:00:00,2024,5,26,16,6,1
212,362,1,2024-02-22 12:00:00,2024,2,22,12,3,0
111,413,3,2024-12-05 17:00:00,2024,12,5,17,3,0
949,281,4,2024-06-26 04:00:00,2024,6,26,4,2,0
528,185,5,2024-09-28 21:00:00,2024,9,28,21,5,1
391,217,1,2024-08-07 16:00:00,2024,8,7,16,2,0
610,323,3,2024-03-31 13:00:00,2024,3,31,13,6,1
891,48,5,2024-05-10 00:00:00,2024,5,10,0,4,0
630,407,5,2024-05-12 21:00:00,2024,5,12,21,6,1
78,322,5,2024-02-13 14:00:00,2024,2,13,14,1,0
273,451,4,2025-01-25 00:00:00,2025,1,25,0,5,1
685,97,2,2024-07-19 14:00:00,2024,7,19,14,4,0
744,317,3,2024-07-24 18:00:00,2024,7,24,18,2,0
629,166,5,2024-03-23 20:00:00,2024,3,23,20,5,1
572,221,4,2024-01-16 05:00:00,2024,1,16,5,1,0
145,310,2,2024-11-09 23:00:00,2024,11,9,23,5,1
656,415,4,2024-11-27 04:00:00,2024,11,27,4,2,0
498,412,4,2024-03-24 02:00:00,2024,3,24,2,6,1
834,344,5,2024-10-10 01:00:00,2024,10,10,1,3,0
69,326,3,2024-07-16 17:00:00,2024,7,16,17,1,0
867,106,2,2024-01-25 11:00:00,2024,1,25,11,3,0
758,141,2,2024-11-18 17:00:00,2024,11,18,17,0,0
742,447,5,2024-09-13 03:00:00,2024,9,13,3,4,0
353,459,3,2024-04-03 05:00:00,2024,4,3,5,2,0
398,57,1,2025-01-25 02:00:00,2025,1,25,2,5,1
813,159,4,2024-07-10 18:00:00,2024,7,10,18,2,0
971,176,5,2024-02-17 20:00:00,2024,2,17,20,5,1
401,392,2,2024-04-13 13:00:00,2024,4,13,13,5,1
193,48,4,2024-12-05 13:00:00,2024,12,5,13,3,0
83,69,2,2024-07-26 05:00:00,2024,7,26,5,4,0
566,475,2,2024-12-10 14:00:00,2024,12,10,14,1,0
490,282,4,2024-12-13 01:00:00,2024,12,13,1,4,0
511,357,4,2024-08-24 17:00:00,2024,8,24,17,5,1
90,19,5,2025-01-31 02:00:00,2025,1,31,2,4,0
81,445,5,2024-01-04 13:00:00,2024,1,4,13,3,0
550,297,4,2024-02-26 17:00:00,2024,2,26,17,0,0
292,126,2,2024-12-14 17:00:00,2024,12,14,17,5,1
891,231,4,2024-03-10 05:00:00,2024,3,10,5,6,1
833,64,1,2024-02-05 19:00:00,2024,2,5,19,0,0
1,357,2,2024-06-25 10:00:00,2024,6,25,10,1,0
786,302,1,2024-07-30 09:00:00,2024,7,30,9,1,0
431,322,2,2024-07-01 23:00:00,2024,7,1,23,0,0
572,430,5,2024-04-05 23:00:00,2024,4,5,23,4,0
539,231,2,2024-04-10 12:00:00,2024,4,10,12,2,0
778,2,5,2024-03-11 17:00:00,2024,3,11,17,0,0
610,149,3,2024-12-28 10:00:00,2024,12,28,10,5,1
354,184,4,2024-08-15 11:00:00,2024,8,15,11,3,0
369,9,5,2024-07-16 05:00:00,2024,7,16,5,1,0
740,357,4,2024-04-11 22:00:00,2024,4,11,22,3,0
420,70,5,2024-11-30 21:00:00,2024,11,30,21,5,1
780,49,4,2024-10-09 08:00:00,2024,10,9,8,2,0
396,378,2,2024-12-21 15:00:00,2024,12,21,15,5,1
527,277,1,2024-12-02 15:00:00,2024,12,2,15,0,0
273,70,1,2024-02-02 07:00:00,2024,2,2,7,4,0
749,318,5,2024-08-04 03:00:00,2024,8,4,3,6,1
586,86,4,2024-08-05 12:00:00,2024,8,5,12,0,0
673,382,1,2024-04-14 00:00:00,2024,4,14,0,6,1
716,375,5,2024-09-24 09:00:00,2024,9,24,9,1,0
565,174,1,2024-08-05 08:00:00,2024,8,5,8,0,0
709,35,3,2024-12-25 22:00:00,2024,12,25,22,2,0
668,45,5,2024-09-22 17:00:00,2024,9,22,17,6,1
195,192,5,2024-09-30 07:00:00,2024,9,30,7,0,0
682,217,1,2024-02-18 20:00:00,2024,2,18,20,6,1
26,349,1,2024-11-08 06:00:00,2024,11,8,6,4,0
414,310,5,2024-04-05 15:00:00,2024,4,5,15,4,0
40,206,5,2024-04-02 18:00:00,2024,4,2,18,1,0
43,350,3,2024-05-18 15:00:00,2024,5,18,15,5,1
713,107,3,2024-09-19 07:00:00,2024,9,19,7,3,0
268,146,1,2024-10-12 13:00:00,2024,10,12,13,5,1
287,120,5,2024-04-28 09:00:00,2024,4,28,9,6,1
529,160,4,2024-03-08 08:00:00,2024,3,8,8,4,0
769,9,4,2024-01-08 10:00:00,2024,1,8,10,0,0
433,241,3,2025-02-04 05:00:00,2025,2,4,5,1,0
20,293,1,2024-03-30 13:00:00,2024,3,30,13,5,1
529,52,5,2024-07-06 04:00:00,2024,7,6,4,5,1
345,91,2,2024-10-21 07:00:00,2024,10,21,7,0,0
8,316,4,2025-01-05 22:00:00,2025,1,5,22,6,1
686,443,1,2024-05-30 01:00:00,2024,5,30,1,3,0
737,149,1,2024-09-10 09:00:00,2024,9,10,9,1,0
98,404,5,2024-03-19 16:00:00,2024,3,19,16,1,0
566,147,1,2024-07-28 17:00:00,2024,7,28,17,6,1
803,222,1,2024-09-04 21:00:00,2024,9,4,21,2,0
568,142,4,2025-01-17 10:00:00,2025,1,17,10,4,0
218,380,1,2024-05-09 09:00:00,2024,5,9,9,3,0
704,346,4,2024-06-06 23:00:00,2024,6,6,23,3,0
162,208,2,2024-07-26 13:00:00,2024,7,26,13,4,0
657,125,2,2024-02-05 22:00:00,2024,2,5,22,0,0
180,479,2,2024-10-24 13:00:00,2024,10,24,13,3,0
407,25,2,2024-07-21 01:00:00,2024,7,21,1,6,1
447,458,3,2024-05-18 11:00:00,2024,5,18,11,5,1
132,337,2,2024-07-02 21:00:00,2024,7,2,21,1,0
849,446,3,2025-01-11 05:00:00,2025,1,11,5,5,1
242,263,3,2024-01-03 21:00:00,2024,1,3,21,2,0
371,456,4,2024-10-27 08:00:00,2024,10,27,8,6,1
726,281,5,2024-05-24 23:00:00,2024,5,24,23,4,0
71,121,2,2025-02-11 01:00:00,2025,2,11,1,1,0
304,378,5,2024-01-16 09:00:00,2024,1,16,9,1,0
494,363,1,2024-11-16 11:00:00,2024,11,16,11,5,1
118,74,4,2024-06-07 19:00:00,2024,6,7,19,4,0
375,177,2,2024-04-21 08:00:00,2024,4,21,8,6,1
235,431,3,2024-10-05 07:00:00,2024,10,5,7,5,1
539,165,3,2024-05-10 12:00:00,2024,5,10,12,4,0
895,281,3,2024-09-27 19:00:00,2024,9,27,19,4,0
194,276,4,2024-11-24 19:00:00,2024,11,24,19,6,1
127,417,1,2024-09-19 16:00:00,2024,9,19,16,3,0
983,286,2,2024-01-21 10:00:00,2024,1,21,10,6,1
188,209,5,2024-07-24 21:00:00,2024,7,24,21,2,0
952,66,1,2024-08-31 22:00:00,2024,8,31,22,5,1
274,471,2,2024-08-14 20:00:00,2024,8,14,20,2,0
359,367,1,2024-08-18 22:00:00,2024,8,18,22,6,1
1,385,4,2024-02-07 09:00:00,2024,2,7,9,2,0
739,447,2,2024-10-25 06:00:00,2024,10,25,6,4,0
738,370,1,2024-11-29 03:00:00,2024,11,29,3,4,0
595,496,4,2025-01-10 08:00:00,2025,1,10,8,4,0
525,285,5,2025-02-20 06:00:00,2025,2,20,6,3,0
32,376,3,2024-06-16 17:00:00,2024,6,16,17,6,1
893,186,2,2025-01-25 18:00:00,2025,1,25,18,5,1
468,38,3,2024-06-19 16:00:00,2024,6,19,16,2,0
849,4,4,2024-12-05 19:00:00,2024,12,5,19,3,0
347,234,5,2025-01-17 03:00:00,2025,1,17,3,4,0
994,464,4,2024-02-16 03:00:00,2024,2,16,3,4,0
440,434,4,2024-12-27 13:00:00,2024,12,27,13,4,0
487,254,1,2024-12-25 18:00:00,2024,12,25,18,2,0
143,268,5,2024-06-25 22:00:00,2024,6,25,22,1,0
76,275,2,2024-07-03 04:00:00,2024,7,3,4,2,0
282,348,5,2024-09-21 10:00:00,2024,9,21,10,5,1
800,217,5,2024-09-08 11:00:00,2024,9,8,11,6,1
315,331,4,2024-08-30 05:00:00,2024,8,30,5,4,0
738,33,1,2024-10-20 04:00:00,2024,10,20,4,6,1
956,228,2,2024-01-04 05:00:00,2024,1,4,5,3,0
401,497,3,2024-06-07 22:00:00,2024,6,7,22,4,0
173,204,3,2024-06-28 11:00:00,2024,6,28,11,4,0
204,488,2,2024-10-01 15:00:00,2024,10,1,15,1,0
831,451,2,2024-11-21 12:00:00,2024,11,21,12,3,0
450,297,1,2024-02-17 06:00:00,2024,2,17,6,5,1
954,110,4,2025-02-03 08:00:00,2025,2,3,8,0,0
19,250,2,2024-11-09 04:00:00,2024,11,9,4,5,1
207,473,3,2024-04-18 17:00:00,2024,4,18,17,3,0
164,175,4,2025-01-06 13:00:00,2025,1,6,13,0,0
217,244,5,2024-01-06 03:00:00,2024,1,6,3,5,1
670,326,2,2024-03-27 19:00:00,2024,3,27,19,2,0
298,181,2,2025-02-17 22:00:00,2025,2,17,22,0,0
124,77,4,2024-09-26 12:00:00,2024,9,26,12,3,0
817,168,2,2024-03-28 07:00:00,2024,3,28,7,3,0
883,117,1,2024-05-19 21:00:00,2024,5,19,21,6,1
236,258,4,2024-12-29 04:00:00,2024,12,29,4,6,1
86,106,3,2024-02-22 05:00:00,2024,2,22,5,3,0
665,168,1,2024-09-15 18:00:00,2024,9,15,18,6,1
366,71,4,2024-09-10 10:00:00,2024,9,10,10,1,0
963,59,4,2024-09-10 19:00:00,2024,9,10,19,1,0
400,369,2,2024-06-08 14:00:00,2024,6,8,14,5,1
489,460,1,2024-12-15 21:00:00,2024,12,15,21,6,1
540,158,1,2024-07-03 01:00:00,2024,7,3,1,2,0
741,176,1,2024-08-03 09:00:00,2024,8,3,9,5,1
398,419,5,2024-01-08 15:00:00,2024,1,8,15,0,0
264,377,4,2024-03-11 11:00:00,2024,3,11,11,0,0
611,272,3,2025-01-24 04:00:00,2025,1,24,4,4,0
410,410,5,2025-01-28 17:00:00,2025,1,28,17,1,0
320,146,3,2024-02-28 20:00:00,2024,2,28,20,2,0
471,172,1,2024-03-14 21:00:00,2024,3,14,21,3,0
618,309,4,2024-11-26 04:00:00,2024,11,26,4,1,0
101,142,5,2024-05-25 14:00:00,2024,5,25,14,5,1
608,48,1,2024-12-04 23:00:00,2024,12,4,23,2,0
390,237,2,2024-01-04 19:00:00,2024,1,4,19,3,0
576,449,4,2024-09-28 06:00:00,2024,9,28,6,5,1
658,461,4,2024-12-30 02:00:00,2024,12,30,2,0,0
398,468,3,2024-01-18 10:00:00,2024,1,18,10,3,0
399,141,1,2024-05-03 01:00:00,2024,5,3,1,4,0
735,408,5,2025-01-07 15:00:00,2025,1,7,15,1,0
468,63,3,2024-10-07 03:00:00,2024,10,7,3,0,0
610,462,5,2025-01-24 16:00:00,2025,1,24,16,4,0
890,410,4,2024-08-20 03:00:00,2024,8,20,3,1,0
224,40,4,2024-04-04 22:00:00,2024,4,4,22,3,0
881,153,3,2024-02-14 00:00:00,2024,2,14,0,2,0
674,148,5,2025-02-10 07:00:00,2025,2,10,7,0,0
616,289,4,2024-03-01 20:00:00,2024,3,1,20,4,0
759,221,4,2024-08-30 02:00:00,2024,8,30,2,4,0
702,288,1,2025-01-15 16:00:00,2025,1,15,16,2,0
759,375,2,2024-02-24 16:00:00,2024,2,24,16,5,1
529,33,1,2024-07-20 07:00:00,2024,7,20,7,5,1
426,69,3,2024-03-25 22:00:00,2024,3,25,22,0,0
103,216,3,2024-02-15 13:00:00,2024,2,15,13,3,0
302,20,2,2024-06-02 22:00:00,2024,6,2,22,6,1
653,50,3,2024-07-04 23:00:00,2024,7,4,23,3,0
947,397,5,2024-12-06 03:00:00,2024,12,6,3,4,0
333,437,1,2024-07-06 19:00:00,2024,7,6,19,5,1
616,183,3,2024-03-05 09:00:00,2024,3,5,9,1,0
992,91,2,2024-12-25 03:00:00,2024,12,25,3,2,0
650,426,1,2024-05-08 05:00:00,2024,5,8,5,2,0
466,28,4,2024-05-16 08:00:00,2024,5,16,8,3,0
805,446,3,2024-10-11 19:00:00,2024,10,11,19,4,0
427,107,2,2024-01-30 08:00:00,2024,1,30,8,1,0
208,35,1,2024-05-12 00:00:00,2024,5,12,0,6,1
128,48,4,2024-08-29 11:00:00,2024,8,29,11,3,0
674,241,5,2024-11-05 14:00:00,2024,11,5,14,1,0
816,159,5,2024-01-05 11:00:00,2024,1,5,11,4,0
253,276,4,2024-02-11 02:00:00,2024,2,11,2,6,1
477,361,2,2024-06-30 13:00:00,2024,6,30,13,6,1
783,43,2,2024-05-29 05:00:00,2024,5,29,5,2,0
544,364,2,2024-10-20 16:00:00,2024,10,20,16,6,1
307,178,3,2024-04-17 20:00:00,2024,4,17,20,2,0
317,79,3,2024-04-15 08:00:00,2024,4,15,8,0,0
413,122,2,2024-09-06 20:00:00,2024,9,6,20,4,0
7,456,3,2024-07-13 01:00:00,2024,7,13,1,5,1
888,180,4,2024-09-11 20:00:00,2024,9,11,20,2,0
265,132,5,2024-12-20 10:00:00,2024,12,20,10,4,0
